,match_id,home_team_id,away_team_id,home_team_rating,home_accurate_pass,home_total_pass,home_blocked_scoring_att,home_ontarget_scoring_att,home_shot_off_target,home_won_corners,home_penalty_save,home_total_tackle,home_fk_foul_lost,home_total_throws,home_possession_percentage,away_team_rating,away_accurate_pass,away_total_pass,away_blocked_scoring_att,away_ontarget_scoring_att,away_shot_off_target,away_won_corners,away_penalty_save,away_total_tackle,away_fk_foul_lost,away_total_throws,away_possession_percentage,result_home,home_team_att_strength,home_team_def_strength,away_team_att_strength,away_team_def_strength,home_team_rating_last5,home_accurate_pass_last5,home_total_pass_last5,home_blocked_scoring_att_last5,home_ontarget_scoring_att_last5,home_shot_off_target_last5,home_won_corners_last5,home_penalty_save_last5,home_total_tackle_last5,home_fk_foul_lost_last5,home_total_throws_last5,home_possession_percentage_last5,away_team_rating_last5,away_accurate_pass_last5,away_total_pass_last5,away_blocked_scoring_att_last5,away_ontarget_scoring_att_last5,away_shot_off_target_last5,away_won_corners_last5,away_penalty_save_last5,away_total_tackle_last5,away_fk_foul_lost_last5,away_total_throws_last5,away_possession_percentage_last5,home_team_att_strength_last5,home_team_def_strength_last5,away_team_att_strength_last5,away_team_def_strength_last5
0,1080540,14,259,6.623214285714284,304.0,407.5,4.5,3.0,5.5,2.5,1.0,18.5,14.0,21.5,44.9,6.98321428571429,387.5,473.0,4.5,6.0,9.5,6.0,1.0,18.0,10.5,14.5,54.55,W,1.0,1.0,0.75,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080544,27,13,6.683928571428571,237.5,327.5,1.0,1.5,3.0,1.0,1.0,25.0,16.0,16.0,36.650000000000006,6.885714285714284,418.0,520.0,3.0,4.5,3.5,6.0,1.0,21.0,10.0,30.5,55.6,L,0.875,1.5,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080537,162,183,6.706428571428571,266.0,369.5,2.5,3.0,6.5,3.0,1.0,28.0,10.5,24.5,52.7,6.39785714285714,366.0,446.5,3.0,4.0,1.5,5.0,1.0,12.5,11.0,24.0,50.3,D,1.0,0.75,1.0,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080542,18,16,6.535714285714285,474.0,558.0,5.5,3.5,9.5,3.0,1.0,19.0,8.0,23.0,60.45,6.5553571428571455,205.5,295.0,4.5,4.0,4.0,7.0,1.0,16.5,12.5,27.0,35.0,D,0.875,0.75,0.75,1.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080539,214,32,7.3367803030303005,352.5,454.5,3.5,4.5,5.0,4.0,1.0,23.5,9.0,23.0,46.55,7.095000000000001,414.0,484.5,1.5,6.0,4.0,3.0,1.0,19.0,10.5,23.0,48.0,L,1.6363636363636362,0.7941176470588235,2.3823529411764706,0.8181818181818181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080545,175,21,6.84620879120879,158.5,264.0,2.0,3.5,6.5,6.5,1.0,20.5,15.5,23.5,35.650000000000006,6.83436813186813,317.0,412.5,3.5,2.5,4.0,5.0,1.0,23.5,16.0,24.0,49.35,D,0.8484848484848485,1.6,1.6,0.8484848484848485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080541,167,29,7.003214285714286,491.5,587.0,4.0,5.0,5.0,8.0,1.0,12.5,12.0,23.0,67.2,6.865714285714285,267.0,352.5,3.5,2.5,5.5,1.0,1.0,20.5,15.5,17.5,42.55,W,1.7575757575757576,0.8285714285714286,0.8285714285714286,1.7575757575757576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080550,32,167,7.115535714285715,427.5,498.0,3.0,6.5,6.5,4.25,1.0,15.75,9.5,22.75,50.375,7.119464285714285,472.25,563.5,4.75,5.25,5.5,7.0,1.0,16.5,10.5,22.5,64.75,L,1.6666666666666667,1.0,3.3333333333333335,0.8333333333333334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080552,96,30,6.547719780219779,291.0,384.25,2.25,2.0,4.75,5.5,0.25,21.5,12.25,25.0,46.125,6.836030219780222,356.75,456.25,4.5,4.25,5.5,7.0,1.0,21.75,14.5,32.25,55.3,L,0.8378378378378378,3.263157894736842,0.8157894736842105,0.8378378378378378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080555,29,27,6.86375,251.75,333.5,3.5,2.25,6.25,1.75,1.0,19.0,14.0,19.75,41.199999999999996,6.633214285714286,252.5,344.25,1.0,2.5,4.0,1.75,1.0,22.25,15.5,17.0,38.575,L,0.8378378378378378,1.0,0.8157894736842105,0.8378378378378378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080551,21,162,6.852184065934066,331.0,422.25,3.0,2.25,4.5,5.75,1.0,21.5,15.25,21.5,50.825,6.7907142857142855,286.5,377.75,3.5,3.25,7.75,4.75,1.0,25.75,11.25,24.5,51.974999999999994,L,0.8378378378378378,0.8157894736842105,1.0,0.8378378378378378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080548,184,214,6.625892857142855,251.75,345.75,1.5,1.25,3.5,4.5,1.0,15.25,10.5,20.5,36.724999999999994,7.236867715617713,343.0,440.75,3.5,3.75,4.25,3.0,1.0,23.5,9.25,20.0,43.599999999999994,D,0.8378378378378378,0.40789473684210525,1.631578947368421,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080547,183,175,6.4758928571428545,347.5,425.5,3.25,3.5,2.25,4.5,0.25,14.25,9.75,21.75,47.150000000000006,6.865673076923075,179.75,280.75,2.75,3.0,6.75,6.0,1.0,18.75,14.5,25.25,37.5,W,0.8378378378378378,2.4473684210526314,0.8157894736842105,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080546,13,18,6.966249999999999,408.25,503.75,2.0,5.25,3.0,4.75,1.0,21.5,12.0,27.0,54.150000000000006,6.5437499999999975,448.0,532.25,4.5,3.75,8.25,2.75,1.0,19.75,9.75,21.75,60.325,W,2.5135135135135136,3.263157894736842,1.0,1.6756756756756757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080549,26,14,1,1,1,1,1,1,1,1,1,1,1,1,6.645357142857142,315.5,419.0,3.75,4.25,6.25,3.0,1.0,16.5,14.75,21.75,48.075,W,1,1,0.74,1.6818181818181817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080554,259,15,6.83339285714286,378.25,468.0,4.25,4.5,9.25,6.5,0.25,18.5,9.5,17.75,53.375,6.96125,500.25,575.5,3.75,6.0,6.25,6.5,1.0,15.25,10.5,22.25,61.650000000000006,D,1.0,1.4901960784313726,1.4901960784313726,0.7916666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080553,16,31,6.623571428571429,224.25,315.25,4.25,3.75,4.0,6.75,1.0,15.5,11.0,24.25,38.275,6.991428571428569,408.5,500.75,2.25,7.25,5.25,5.5,1.0,19.5,11.0,15.25,57.550000000000004,L,0.7799999999999999,1.471698113207547,1.471698113207547,0.7799999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080556,15,26,6.926964285714286,482.25,557.5,5.25,6.75,7.75,8.0,1.0,15.5,10.25,22.75,59.825,7.052738095238096,490.0,595.8333333333333,5.333333333333334,8.0,4.333333333333334,4.0,0.16666666666666666,17.833333333333336,8.5,26.5,61.11666666666666,L,2.0,0.35714285714285715,1.1904761904761907,1.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080559,214,13,7.032016525141523,384.5,479.5,2.25,3.5,5.5,4.5,1.0,20.0,7.5,18.5,48.0,7.015714285714285,436.25,529.5,3.75,4.5,4.0,5.0,1.0,19.25,11.25,26.75,55.650000000000006,L,0.803921568627451,0.706896551724138,1.0603448275862069,0.4019607843137255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080565,175,29,6.73114010989011,190.5,287.5,3.25,2.75,6.25,5.75,1.0,18.25,13.5,22.25,37.2,6.731428571428573,278.5,356.0,3.25,2.75,6.75,2.5,1.0,18.0,12.75,21.5,43.974999999999994,W,0.4019607843137255,0.706896551724138,0.706896551724138,2.0098039215686274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080561,167,183,7.0526785714285705,494.25,588.5,4.75,5.25,7.0,6.25,1.0,17.25,9.75,21.75,65.4,6.66642857142857,344.25,424.0,2.75,4.0,3.0,6.0,0.25,14.25,10.25,21.0,51.175000000000004,W,2.0098039215686274,0.706896551724138,0.353448275862069,0.803921568627451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080560,14,184,6.6,287.25,393.5,4.0,3.75,5.0,4.0,1.0,17.75,12.5,24.5,44.974999999999994,6.600833333333332,272.5,364.5,2.166666666666667,1.1666666666666667,4.0,4.666666666666666,1.0,14.666666666666668,10.666666666666668,20.666666666666664,37.63333333333333,W,0.803921568627451,0.353448275862069,1.0,2.411764705882353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080558,31,21,7.118928571428569,413.75,498.0,2.75,7.75,6.0,5.75,1.0,22.75,10.5,15.25,57.62500000000001,6.82375,378.0,466.5,2.75,2.75,4.25,5.0,1.0,23.25,12.0,22.75,53.85,W,0.7142857142857143,0.3515625,0.703125,0.35714285714285715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080564,27,32,6.704285714285713,254.75,344.25,1.5,4.25,3.75,2.25,1.0,22.0,16.25,17.5,40.175000000000004,7.03517857142857,413.5,490.0,4.0,6.0,6.5,4.25,1.0,19.0,10.5,19.5,49.5,W,0.696969696969697,1.7692307692307692,1.4153846153846152,0.3484848484848485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080562,18,259,6.569464285714285,424.25,513.25,4.25,4.75,7.0,3.0,1.0,17.5,9.75,20.0,57.0,6.834464285714287,337.0,427.0,3.0,4.25,6.5,4.75,0.25,19.0,12.0,19.75,50.45,W,0.6811594202898551,0.7121212121212122,0.7121212121212122,0.6811594202898551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080557,162,96,6.876607142857143,304.5,394.0,4.0,3.75,7.25,5.5,1.0,24.75,11.25,24.25,51.775,6.553873626373627,283.5,375.25,3.5,1.75,5.75,6.5,0.25,21.75,12.5,23.25,45.425,W,0.34057971014492755,0.7121212121212122,0.3560606060606061,0.6811594202898551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080563,30,16,7.010604395604397,367.25,463.0,5.25,5.25,5.5,7.5,1.0,19.25,15.5,27.25,56.0,6.524642857142857,199.75,285.75,4.5,3.0,2.75,6.0,1.0,14.25,11.0,20.5,34.875,W,0.6621621621621622,0.3656716417910448,0.7313432835820896,0.9932432432432433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080570,32,14,6.930595238095236,385.5,461.5,3.8333333333333335,5.0,6.833333333333334,4.666666666666666,1.0,18.083333333333336,12.333333333333332,19.583333333333336,49.958333333333336,6.659716117216117,306.25,415.5,4.25,4.166666666666666,4.916666666666667,4.666666666666666,1.0,16.583333333333336,12.083333333333332,25.583333333333336,47.16666666666666,W,1.0,0.7462686567164178,0.7462686567164178,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080569,26,214,7.089017857142858,480.75,584.625,5.25,8.0,3.75,3.625,0.125,17.875,8.5,26.5,59.5125,6.941651889776887,403.33333333333337,493.91666666666663,2.25,3.25,4.916666666666666,4.333333333333333,0.16666666666666666,19.666666666666664,7.583333333333333,17.833333333333332,47.25,W,2.5822784810126582,0.75,1.125,0.3227848101265823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080567,183,31,6.60422619047619,338.58333333333337,416.0,2.5,3.666666666666667,3.083333333333333,6.0,0.16666666666666666,14.333333333333332,10.0,21.083333333333336,49.325,7.128690476190474,434.75,518.4166666666666,2.333333333333333,7.5,5.75,5.583333333333334,1.0,22.25,9.333333333333332,15.0,58.20833333333334,W,0.6455696202531646,1.125,1.875,0.3227848101265823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080574,259,167,6.766547619047621,343.08333333333337,431.83333333333337,2.9166666666666665,3.75,6.416666666666666,4.083333333333333,0.16666666666666666,18.0,11.5,19.5,49.925,7.153809523809523,490.8333333333333,581.3333333333333,4.666666666666666,6.333333333333334,6.166666666666666,5.916666666666666,1.0,19.25,9.75,20.25,64.1,L,0.6455696202531646,1.5,2.25,0.6455696202531646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080571,21,30,6.731382783882783,379.5,467.58333333333337,3.083333333333333,2.3333333333333335,4.25,5.083333333333333,1.0,22.583333333333336,12.416666666666668,21.583333333333336,52.474999999999994,7.052092490842494,403.33333333333337,493.58333333333337,5.75,6.0,6.833333333333333,8.5,1.0,17.666666666666664,14.166666666666668,28.166666666666664,59.43333333333333,L,0.6455696202531646,1.125,1.875,0.3227848101265823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080573,16,162,6.509166666666667,199.5,284.8333333333333,4.416666666666667,2.916666666666667,2.916666666666667,5.25,1.0,16.083333333333336,11.833333333333332,19.75,34.31666666666666,6.974702380952381,310.66666666666663,398.75,3.8333333333333335,4.333333333333334,6.0,6.083333333333334,1.0,25.166666666666664,11.5,23.75,51.05,L,0.3227848101265823,1.875,0.75,0.6455696202531646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080572,96,175,6.500157203907204,273.5,365.66666666666663,3.25,2.25,5.666666666666666,6.666666666666666,0.16666666666666666,22.916666666666664,11.916666666666668,23.25,44.38333333333333,6.765128205128205,184.91666666666669,278.08333333333337,2.666666666666667,3.25,5.666666666666666,5.083333333333334,1.0,17.833333333333336,13.5,22.0,35.916666666666664,D,0.3227848101265823,3.0,0.375,0.3227848101265823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080566,13,15,6.981964285714285,488.0,575.9166666666667,4.75,5.083333333333334,4.5,4.916666666666666,1.0,18.583333333333336,11.416666666666668,23.083333333333336,56.16666666666667,6.88345238095238,475.83333333333337,549.0,5.333333333333334,6.083333333333334,7.166666666666666,7.666666666666666,1.0,16.25,9.416666666666668,22.5,58.45833333333333,W,1.5833333333333333,1.8269230769230769,1.4615384615384615,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080575,29,18,6.760892857142857,333.25,407.66666666666663,4.416666666666666,3.166666666666667,7.666666666666666,3.083333333333333,1.0,18.0,11.583333333333332,22.083333333333336,49.77499999999999,6.632142857142858,411.25,498.33333333333337,3.9166666666666665,4.666666666666666,7.25,3.25,1.0,16.916666666666668,10.166666666666668,20.25,55.15833333333333,L,0.935483870967742,1.4871794871794872,0.3717948717948718,1.2473118279569892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080568,184,27,6.578511904761904,256.0,352.25,1.9166666666666667,1.6666666666666667,4.0,3.6666666666666665,1.0,13.916666666666668,10.666666666666668,23.166666666666664,37.90833333333333,6.786071428571427,238.25,331.0,1.5,4.416666666666666,3.583333333333333,2.833333333333333,1.0,21.916666666666664,15.416666666666666,18.5,39.91666666666667,W,0.6344086021505376,0.48559670781893005,1.8209876543209877,0.9516129032258065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080585,31,162,6.995833333333334,398.5,483.8333333333333,2.833333333333333,6.5,5.666666666666666,5.333333333333334,1.0,22.833333333333336,10.166666666666666,18.0,54.983333333333334,6.985714285714285,321.66666666666663,414.16666666666663,4.0,4.5,7.333333333333334,6.166666666666667,1.0,23.333333333333332,12.0,24.5,53.16666666666667,D,1.0526315789473686,0.4938271604938271,1.2345679012345678,0.8421052631578947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080595,259,26,6.74559523809524,327.83333333333337,416.83333333333337,2.3333333333333335,4.166666666666667,6.333333333333333,3.6666666666666665,0.16666666666666666,17.166666666666664,12.0,18.833333333333336,48.4,7.1091964285714315,532.75,624.125,7.0,8.25,5.5,6.625,0.125,18.125,9.5,23.5,62.5375,L,0.6354166666666666,1.7357723577235775,1.301829268292683,1.1119791666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080587,214,15,6.777534826284823,360.83333333333337,448.16666666666663,1.8333333333333335,2.833333333333333,4.166666666666666,3.666666666666667,0.16666666666666666,19.5,7.833333333333333,17.166666666666668,42.85,6.804880952380952,475.0,551.3333333333333,4.666666666666667,5.5,6.5,6.5,1.0,16.833333333333336,9.666666666666668,22.666666666666664,57.08333333333333,L,0.6391752577319588,1.4761904761904763,0.9841269841269842,1.2783505154639176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080593,16,175,6.525595238095239,199.83333333333334,287.8333333333333,3.6666666666666665,3.0,3.0,4.666666666666666,1.0,16.333333333333336,12.5,19.333333333333336,35.06666666666666,6.730164835164835,194.16666666666669,288.1666666666667,2.666666666666667,3.333333333333333,5.0,5.166666666666667,1.0,17.333333333333336,13.5,22.666666666666664,37.03333333333333,D,0.6391752577319588,1.9682539682539684,0.4920634920634921,0.4261168384879725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080599,27,183,6.708571428571428,258.16666666666663,355.0,2.333333333333333,4.0,3.6666666666666665,3.333333333333333,1.0,20.333333333333332,15.666666666666666,20.0,42.85000000000001,6.635119047619046,326.33333333333337,406.33333333333337,2.666666666666667,3.166666666666667,3.666666666666667,5.666666666666666,0.16666666666666666,14.833333333333332,10.333333333333332,21.333333333333336,48.88333333333334,D,1.0652920962199313,1.4761904761904763,0.24603174603174605,1.2783505154639176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080601,29,21,6.671904761904763,325.83333333333337,402.66666666666663,4.5,2.8333333333333335,7.166666666666666,3.833333333333333,1.0,16.833333333333332,11.0,20.5,48.56666666666666,6.743333333333333,367.83333333333337,459.83333333333337,2.833333333333333,2.1666666666666665,3.6666666666666665,4.166666666666667,1.0,24.333333333333336,12.833333333333334,21.5,50.8,D,0.6391752577319588,1.7222222222222225,0.7380952380952381,0.852233676975945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080591,32,96,6.990833333333332,436.66666666666663,514.8333333333334,3.5,5.5,7.166666666666667,5.333333333333333,1.0,17.666666666666668,11.666666666666666,20.333333333333336,54.233333333333334,6.540459401709402,282.16666666666663,376.0,3.5,2.166666666666667,5.5,6.166666666666666,0.16666666666666666,22.333333333333332,11.333333333333334,22.5,46.9,D,1.5247524752475248,0.7333333333333334,0.4888888888888889,1.306930693069307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080589,14,18,6.636263736263738,295.16666666666663,404.5,4.5,4.0,4.0,4.833333333333333,1.0,16.166666666666668,12.0,24.5,45.266666666666666,6.788928571428572,408.0,494.5,4.166666666666666,5.666666666666666,7.0,3.5,1.0,16.666666666666668,11.166666666666668,20.166666666666664,55.983333333333334,D,1.0947712418300655,0.2454212454212454,0.9816849816849816,0.8758169934640523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080597,30,167,7.011712454212457,411.1666666666667,502.5,5.833333333333334,5.833333333333334,7.333333333333333,9.0,1.0,18.0,13.0,27.0,59.349999999999994,7.144047619047617,497.5,585.1666666666666,4.833333333333333,6.0,6.833333333333333,6.166666666666666,1.0,17.5,9.333333333333332,19.833333333333336,64.03333333333333,W,0.6568627450980392,0.2454212454212454,2.208791208791209,0.6568627450980392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080583,184,13,6.645810439560439,257.25,356.0,2.375,1.875,3.875,4.0,1.0,14.625,10.5,22.125,38.925,7.086785714285712,487.33333333333337,574.6666666666667,4.666666666666666,5.333333333333334,4.5,5.5,1.0,18.666666666666668,11.0,22.333333333333336,55.46666666666667,L,0.829326923076923,0.3791208791208791,1.7692307692307692,0.4423076923076923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1080607,15,14,6.903184523809522,476.20833333333337,554.5,4.583333333333334,6.083333333333334,6.666666666666666,6.666666666666666,1.0,16.875,10.291666666666668,21.375,57.47083333333333,6.6052632783882785,291.29166666666663,399.625,4.375,3.583333333333333,4.208333333333334,4.666666666666666,1.0,16.083333333333332,11.666666666666668,23.291666666666664,43.75,W,1.346153846153846,0.7608695652173914,0.7608695652173914,2.2435897435897436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
