,match_id,date_string,home_team_id,away_team_id,half_time_score,full_time_score,home_team_rating,home_accurate_pass,home_total_pass,home_blocked_scoring_att,home_ontarget_scoring_att,home_shot_off_target,home_won_corners,home_penalty_save,home_total_tackle,home_fk_foul_lost,home_total_throws,home_possession_percentage,away_team_rating,away_accurate_pass,away_total_pass,away_blocked_scoring_att,away_ontarget_scoring_att,away_shot_off_target,away_won_corners,away_penalty_save,away_total_tackle,away_fk_foul_lost,away_total_throws,away_possession_percentage,half_time_score_home,half_time_score_away,full_time_score_home,full_time_score_away,result_home
0,1080538,2016-08-27 15:00:00,31,96,0 : 0,1 : 0,7.14642857142857,400,482,5,9,7,9,0,21,14,14,54.9,6.73857142857143,308,395,3,1,4,2,1,26,11,21,45.1,0,0,1,0,1.0
0,1080540,2016-08-27 15:00:00,14,259,1 : 0,2 : 1,6.94214285714286,302,408,2,6,5,4,0,15,14,28,52.2,6.72142857142857,260,363,1,3,5,6,1,21,10,26,47.8,1,0,2,1,1.0
0,1080544,2016-08-27 15:00:00,27,13,0 : 3,1 : 3,6.33357142857143,311,397,2,6,6,3,0,14,18,24,45.3,7.41571428571429,411,490,1,7,2,2,0,22,15,22,54.7,0,3,1,3,2.0
0,1080537,2016-08-27 15:00:00,162,183,0 : 1,1 : 1,7.00785714285714,380,447,7,5,12,10,0,19,15,21,59.4,6.77,246,326,3,3,4,4,1,17,10,13,40.6,0,1,1,1,0.0
0,1080542,2016-08-27 15:00:00,18,16,0 : 0,1 : 1,6.69071428571428,391,480,4,7,5,5,0,16,15,20,63.8,6.72785714285714,179,270,1,2,2,5,0,13,8,16,36.2,0,0,1,1,0.0
0,1080539,2016-08-27 17:30:00,214,32,0 : 0,0 : 1,6.75307692307692,305,394,2,2,4,1,0,20,9,11,37.9,7.13642857142857,542,615,8,9,12,7,0,14,6,16,62.1,0,0,0,1,2.0
0,1080545,2016-08-28 13:30:00,175,21,0 : 0,0 : 0,6.73642857142857,259,350,5,2,6,5,0,16,12,20,41.0,7.00769230769231,428,515,1,2,4,4,0,22,11,18,59.0,0,0,0,0,0.0
0,1080541,2016-08-28 16:00:00,167,29,2 : 0,3 : 1,7.19142857142857,508,587,7,5,10,5,0,21,5,25,67.1,6.57428571428572,196,274,2,2,5,4,0,19,10,21,32.9,2,0,3,1,1.0
0,1080550,2016-09-10 12:30:00,32,167,1 : 2,1 : 2,6.81428571428571,284,376,5,3,6,4,0,24,15,16,39.9,7.01285714285714,486,593,4,6,8,4,0,23,10,16,60.1,1,2,1,2,2.0
0,1080552,2016-09-10 15:00:00,96,30,0 : 1,0 : 4,6.37692307692308,233,325,7,2,7,11,0,23,13,21,39.7,7.47214285714286,426,510,8,8,4,8,0,8,18,22,60.3,0,1,0,4,2.0
0,1080555,2016-09-10 15:00:00,29,27,2 : 2,2 : 4,6.62,384,445,4,4,11,4,0,12,10,30,57.9,7.11571428571428,233,325,2,8,3,4,0,24,15,14,42.1,2,2,2,4,2.0
0,1080551,2016-09-10 15:00:00,21,162,1 : 1,1 : 2,6.61857142857143,450,526,3,4,5,6,0,24,5,25,57.7,7.08571428571429,306,390,4,4,4,6,0,24,9,27,42.3,1,1,1,2,2.0
0,1080548,2016-09-10 15:00:00,184,214,0 : 0,1 : 1,6.70214285714286,314,394,5,2,6,5,0,10,13,27,39.0,6.70142857142857,528,615,0,3,8,9,0,13,3,17,61.0,0,0,1,1,0.0
0,1080547,2016-09-10 15:00:00,183,175,0 : 0,1 : 0,7.1,399,477,2,5,5,10,0,15,9,23,63.5,6.49571428571429,186,272,4,2,6,5,0,16,11,22,36.5,0,0,1,0,1.0
0,1080546,2016-09-10 15:00:00,13,18,1 : 1,2 : 1,6.87571428571428,498,588,8,2,7,6,0,13,10,24,56.7,6.51571428571429,358,457,2,5,4,1,0,16,8,14,43.3,1,1,2,1,1.0
0,1080549,2016-09-10 17:30:00,26,14,2 : 1,4 : 1,7.42,490,605,4,11,2,1,0,16,4,29,62.1,6.21142857142857,239,351,5,3,4,7,0,19,8,27,37.9,2,1,4,1,1.0
0,1080554,2016-09-11 16:00:00,259,15,0 : 1,2 : 2,6.65,313,399,2,2,2,1,0,19,17,24,44.9,6.68642857142857,416,488,9,7,12,11,0,18,9,21,55.1,0,1,2,2,0.0
0,1080553,2016-09-12 20:00:00,16,31,0 : 0,0 : 3,6.26,209,283,8,2,1,5,0,11,11,12,33.3,7.48785714285714,507,569,3,9,8,5,0,29,8,13,66.7,0,0,0,3,2.0
0,1080556,2016-09-16 20:00:00,15,26,0 : 2,1 : 2,6.83785714285714,474,540,5,4,3,6,0,18,6,24,52.7,6.97571428571429,416,497,6,5,2,4,0,20,13,24,47.3,0,2,1,2,2.0
0,1080559,2016-09-17 15:00:00,214,13,0 : 1,1 : 4,6.41071428571428,437,508,2,2,2,2,1,18,9,13,39.3,7.05214285714286,741,801,9,9,6,4,0,17,12,7,60.7,0,1,1,4,2.0
0,1080565,2016-09-17 15:00:00,175,29,3 : 0,4 : 2,6.90142857142857,183,260,0,6,2,2,0,17,14,15,29.6,6.755,555,622,9,5,9,6,0,22,6,20,70.4,3,0,4,2,1.0
0,1080561,2016-09-17 15:00:00,167,183,2 : 0,4 : 0,7.56571428571429,526,591,5,11,4,5,0,25,8,17,64.2,6.24071428571429,249,320,1,2,3,5,0,14,11,18,35.8,2,0,4,0,1.0
0,1080560,2016-09-17 15:00:00,14,184,1 : 0,3 : 0,7.25615384615385,393,517,5,6,3,7,0,12,10,34,59.0,6.31,248,361,1,2,4,1,0,14,9,25,41.0,1,0,3,0,1.0
0,1080558,2016-09-17 17:30:00,31,21,3 : 1,3 : 1,7.06357142857143,457,544,1,6,4,6,0,20,5,16,52.2,6.41785714285714,409,502,4,0,3,3,0,22,15,16,47.8,3,1,3,1,1.0
0,1080564,2016-09-18 12:00:00,27,32,1 : 0,3 : 1,6.92571428571429,182,284,2,5,3,5,0,19,14,28,39.9,6.46785714285714,347,417,4,2,9,7,0,15,19,17,60.1,1,0,3,1,1.0
0,1080562,2016-09-18 14:15:00,18,259,0 : 0,1 : 0,7.05071428571429,365,442,4,6,9,7,0,11,14,24,53.0,6.61357142857143,315,402,1,3,5,1,0,14,9,18,47.0,0,0,1,0,1.0
0,1080557,2016-09-18 14:15:00,162,96,2 : 0,4 : 1,7.42785714285714,376,459,4,8,2,10,0,26,15,18,56.5,6.42083333333333,259,350,1,4,6,5,0,28,9,22,43.5,2,0,4,1,1.0
0,1080563,2016-09-18 16:30:00,30,16,0 : 0,1 : 0,7.14714285714286,546,613,7,9,15,14,0,16,7,28,73.7,6.49857142857143,140,224,1,2,3,1,0,26,16,17,26.3,0,0,1,0,1.0
0,1080570,2016-09-24 12:30:00,32,14,4 : 0,4 : 1,7.33642857142857,619,712,1,7,8,8,0,15,9,27,67.3,6.16142857142857,229,336,6,3,1,6,0,14,12,15,32.7,4,0,4,1,1.0
0,1080569,2016-09-24 15:00:00,26,214,3 : 0,5 : 1,7.50071428571429,698,763,11,12,9,13,0,17,8,17,74.2,6.12642857142857,190,263,0,1,1,2,0,19,8,16,25.8,3,0,5,1,1.0
0,1080567,2016-09-24 15:00:00,183,31,1 : 0,1 : 0,6.90428571428571,332,422,4,1,7,5,0,18,10,26,52.8,6.43571428571429,279,367,5,2,6,3,0,26,14,31,47.2,1,0,1,0,1.0
0,1080574,2016-09-24 15:00:00,259,167,1 : 1,1 : 3,6.52214285714286,304,391,1,5,7,2,0,13,15,16,41.6,7.08785714285714,482,566,5,4,9,7,0,11,9,15,58.4,1,1,1,3,2.0
0,1080571,2016-09-24 15:00:00,21,30,0 : 2,1 : 2,6.74714285714286,286,391,2,2,2,2,0,31,14,22,41.6,6.88071428571429,452,550,7,5,7,10,0,15,9,25,58.4,0,2,1,2,2.0
0,1080573,2016-09-24 15:00:00,16,162,1 : 0,2 : 3,6.55642857142857,260,360,3,4,4,3,0,15,15,17,44.6,6.98,336,450,4,4,13,5,0,15,12,32,55.4,1,0,2,3,2.0
0,1080572,2016-09-24 15:00:00,96,175,0 : 0,1 : 1,6.60642857142857,300,405,6,2,4,6,0,19,9,20,56.2,6.555,220,319,3,3,3,6,0,14,13,32,43.8,0,0,1,1,0.0
0,1080566,2016-09-24 17:30:00,13,15,3 : 0,3 : 0,7.40571428571428,438,529,4,5,5,9,0,18,9,20,49.5,6.28357142857143,447,538,2,2,5,1,0,21,11,21,50.5,3,0,3,0,1.0
0,1080575,2016-09-25 16:00:00,29,18,0 : 1,0 : 3,6.35071428571429,286,370,5,1,7,7,0,7,9,17,45.1,7.405,386,472,4,9,5,2,0,19,14,17,54.9,0,1,0,3,2.0
0,1080568,2016-09-26 20:00:00,184,27,1 : 0,2 : 0,7.34076923076923,241,349,6,4,3,7,0,18,11,18,43.5,6.50857142857143,348,469,6,2,4,6,0,15,15,22,56.5,1,0,2,0,1.0
0,1080585,2016-09-30 20:00:00,31,162,1 : 0,1 : 1,6.86153846153846,299,398,4,3,6,10,0,18,16,28,56.6,6.75692307692308,200,297,6,2,2,9,0,14,11,20,43.4,1,0,1,1,0.0
0,1080595,2016-10-01 12:30:00,259,26,1 : 0,1 : 2,6.65357142857143,306,406,1,3,4,3,0,22,11,24,40.6,7.02857142857143,495,595,9,6,3,10,0,18,9,17,59.4,1,0,1,2,2.0
0,1080587,2016-10-01 15:00:00,214,15,0 : 0,0 : 2,6.46857142857143,302,385,3,2,3,5,0,23,13,25,40.9,7.38428571428571,460,554,4,9,9,7,0,19,15,10,59.1,0,0,0,2,2.0
0,1080593,2016-10-01 15:00:00,16,175,0 : 1,1 : 1,6.87714285714286,328,424,1,2,4,6,0,17,7,12,55.9,6.59357142857143,233,326,3,7,7,5,0,17,13,23,44.1,0,1,1,1,0.0
0,1080599,2016-10-01 15:00:00,27,183,0 : 1,2 : 2,6.88153846153846,270,349,5,7,5,4,0,18,17,23,48.0,6.76285714285714,299,382,3,2,6,5,0,15,12,22,52.0,0,1,2,2,0.0
0,1080601,2016-10-01 15:00:00,29,21,0 : 0,1 : 1,6.91,246,327,6,2,11,4,0,12,13,28,40.3,6.73076923076923,384,482,2,3,4,5,0,27,12,24,59.7,0,0,1,1,0.0
0,1080591,2016-10-02 12:00:00,32,96,0 : 0,1 : 1,6.97214285714286,468,534,8,9,7,13,0,22,14,28,67.2,6.68428571428571,186,268,0,6,1,2,0,14,9,21,32.8,0,0,1,1,0.0
0,1080589,2016-10-02 14:15:00,14,18,0 : 0,0 : 0,6.76928571428571,286,390,3,1,5,3,0,16,9,20,38.1,6.80214285714286,525,627,3,5,3,6,0,19,9,22,61.9,0,0,0,0,0.0
0,1080597,2016-10-02 14:15:00,30,167,2 : 0,2 : 0,7.13571428571429,248,348,2,7,4,4,0,23,20,24,42.3,6.72,382,484,3,6,3,3,1,27,10,26,57.7,2,0,2,0,1.0
0,1080583,2016-10-02 16:30:00,184,13,0 : 0,0 : 1,6.8,246,351,3,1,6,2,0,26,2,24,32.8,7.18307692307692,637,741,7,3,8,6,0,16,3,23,67.2,0,0,0,1,2.0
0,1080607,2016-10-15 12:30:00,15,14,2 : 0,3 : 0,7.55642857142857,458,553,4,6,6,8,0,19,6,25,54.9,6.24428571428571,351,449,2,0,3,5,0,20,12,20,45.1,2,0,3,0,1.0
0,1080605,2016-10-15 15:00:00,183,214,3 : 1,6 : 1,7.745,402,459,7,10,5,5,0,10,8,10,49.5,6.09285714285714,379,461,1,4,6,4,0,24,14,13,50.5,3,1,6,1,1.0
0,1080581,2016-10-15 15:00:00,175,30,0 : 0,1 : 1,6.72,140,228,1,4,3,5,0,16,14,17,28.5,6.93642857142857,540,601,9,8,3,8,0,11,10,15,71.5,0,0,1,1,0.0
0,1080580,2016-10-15 15:00:00,96,16,2 : 0,2 : 0,7.17857142857143,393,478,7,6,4,6,0,17,10,16,57.2,6.29642857142857,266,357,6,1,4,4,0,10,13,23,42.8,2,0,2,0,1.0
0,1080603,2016-10-15 15:00:00,13,259,2 : 1,3 : 2,7.02428571428571,428,514,3,6,7,5,0,17,7,18,48.7,6.57714285714285,418,525,2,6,5,6,0,26,10,13,51.3,2,1,3,2,1.0
0,1080577,2016-10-15 15:00:00,167,31,0 : 0,1 : 1,6.76642857142857,573,661,6,8,5,13,0,17,7,20,72.6,6.96,160,255,0,2,1,1,2,25,9,16,27.4,0,0,1,1,0.0
0,1080609,2016-10-15 17:30:00,162,29,0 : 1,0 : 1,6.40857142857143,305,411,1,3,8,7,0,9,12,30,55.2,7.08071428571429,251,351,3,4,5,6,0,25,13,20,44.8,0,1,0,1,2.0
0,1080578,2016-10-16 13:30:00,21,27,0 : 0,0 : 1,6.45714285714286,388,467,0,3,7,4,0,21,15,25,63.9,6.90571428571429,186,265,1,2,1,6,0,21,10,26,36.1,0,0,0,1,2.0
0,1080579,2016-10-16 16:00:00,18,184,0 : 0,3 : 1,7.15571428571428,469,553,11,14,9,8,0,8,11,23,64.6,6.44928571428571,211,307,1,1,4,4,0,12,10,17,35.4,0,0,3,1,1.0
0,1080576,2016-10-17 20:00:00,26,32,0 : 0,0 : 0,6.69214285714286,509,627,3,3,3,3,0,22,14,26,64.6,7.25307692307692,259,342,1,1,5,1,0,28,20,27,35.4,0,0,0,0,0.0
0,1080584,2016-10-22 12:30:00,183,30,0 : 0,0 : 0,6.83928571428571,232,323,4,1,3,7,0,23,10,19,38.4,6.81461538461538,451,543,6,4,6,4,0,18,15,27,61.6,0,0,0,0,0.0
0,1080598,2016-10-22 15:00:00,259,27,0 : 0,0 : 0,7.07166666666667,348,443,3,5,3,7,0,15,15,16,53.8,6.84769230769231,287,385,5,2,3,2,0,15,16,19,46.2,0,0,0,0,0.0
0,1080592,2016-10-22 15:00:00,14,162,1 : 0,3 : 1,7.16785714285714,297,403,5,4,7,8,0,18,10,16,44.6,6.80214285714286,390,487,9,7,7,8,0,17,8,25,55.4,1,0,3,1,1.0
0,1080590,2016-10-22 15:00:00,214,96,0 : 1,0 : 2,6.385,365,447,1,2,6,5,0,18,16,28,48.9,7.34,375,481,2,6,4,7,0,15,8,22,51.1,0,1,0,2,2.0
0,1080586,2016-10-22 15:00:00,184,31,1 : 0,2 : 1,6.88285714285714,197,294,3,3,4,2,0,13,16,19,34.9,6.62785714285714,452,557,10,8,3,8,0,6,15,22,65.1,1,0,2,1,1.0
0,1080582,2016-10-22 15:00:00,13,21,0 : 0,0 : 0,7.03461538461538,604,706,1,6,3,8,0,9,6,26,74.9,6.96769230769231,132,235,4,4,3,3,0,20,13,16,25.1,0,0,0,0,0.0
0,1080600,2016-10-22 15:00:00,29,16,0 : 0,1 : 0,7.21214285714286,469,541,8,3,9,6,0,13,10,25,64.4,6.43071428571429,207,296,4,2,4,2,0,16,13,16,35.6,0,0,1,0,1.0
0,1080594,2016-10-22 17:30:00,26,175,2 : 0,2 : 1,7.04642857142857,561,662,7,7,7,3,0,16,9,19,67.5,6.48142857142857,204,318,2,1,4,2,0,18,13,18,32.5,2,0,2,1,1.0
0,1080596,2016-10-23 13:30:00,167,18,0 : 1,1 : 1,6.63928571428571,488,582,4,3,7,10,0,19,11,28,64.7,6.75642857142857,223,319,1,2,3,3,0,35,10,23,35.3,0,1,1,1,0.0
0,1080588,2016-10-23 16:00:00,15,32,2 : 0,4 : 0,7.70857142857143,364,447,5,6,3,5,0,18,7,16,43.9,6.26357142857143,485,556,5,5,6,7,0,21,17,32,56.1,2,0,4,0,1.0
0,1080612,2016-10-29 12:30:00,16,13,0 : 1,1 : 4,6.14142857142857,216,299,1,1,1,0,0,17,9,18,34.2,7.365,505,591,2,7,12,8,0,18,13,17,65.8,0,1,1,4,2.0
0,1080613,2016-10-29 15:00:00,30,14,1 : 0,1 : 1,6.89846153846154,405,493,6,5,11,8,0,11,11,36,64.1,6.67428571428572,181,275,1,1,4,1,0,19,20,17,35.9,1,0,1,1,0.0
0,1080615,2016-10-29 15:00:00,175,167,0 : 2,0 : 4,6.06571428571429,220,281,1,1,7,1,0,12,17,12,30.1,7.41428571428571,603,675,9,8,4,7,0,10,10,12,69.9,0,2,0,4,2.0
0,1080606,2016-10-29 15:00:00,32,184,0 : 0,0 : 0,7.08214285714286,573,646,19,11,8,19,0,8,12,26,72.2,7.08285714285714,162,244,1,1,5,1,0,17,9,10,27.8,0,0,0,0,0.0
0,1080614,2016-10-29 15:00:00,27,214,0 : 0,1 : 0,7.02,374,476,7,0,16,7,0,13,13,20,54.4,6.32,290,399,2,2,4,2,0,12,8,17,45.6,0,0,1,0,1.0
0,1080608,2016-10-29 15:00:00,21,183,1 : 0,2 : 0,7.36214285714286,275,357,2,3,6,4,0,22,7,20,40.4,6.55357142857143,438,526,7,3,8,9,0,16,7,24,59.6,1,0,2,0,1.0
0,1080602,2016-10-29 17:30:00,162,26,2 : 3,2 : 4,6.73571428571429,304,417,0,6,1,3,0,27,15,30,44.7,7.21714285714286,399,518,2,10,5,3,0,23,5,24,55.3,2,3,2,4,2.0
0,1080604,2016-10-30 13:30:00,31,29,0 : 0,2 : 0,7.28428571428571,333,410,7,6,4,8,0,15,15,9,49.3,6.38,351,418,6,3,4,8,0,7,12,17,50.7,0,0,2,0,1.0
0,1080610,2016-10-30 16:00:00,18,15,0 : 1,0 : 2,6.49214285714286,408,486,3,1,6,7,0,23,13,24,54.8,7.36285714285714,325,409,2,7,4,3,0,27,16,25,45.2,0,1,0,2,2.0
0,1080611,2016-10-31 20:00:00,96,259,1 : 1,3 : 1,6.99285714285714,267,364,5,4,8,6,0,21,7,27,45.6,6.46357142857143,347,435,4,6,4,4,0,14,14,24,54.4,1,1,3,1,1.0
0,1080627,2016-11-05 15:00:00,29,96,0 : 0,1 : 1,6.54,410,498,1,2,6,6,0,14,11,24,58.1,6.58714285714286,267,361,1,4,7,4,0,16,10,21,41.9,0,0,1,1,0.0
0,1080623,2016-11-05 15:00:00,167,21,1 : 0,1 : 1,6.91428571428572,554,632,7,7,11,8,0,15,7,23,71.0,6.87923076923077,181,266,1,3,1,2,0,17,15,18,29.0,1,0,1,1,0.0
0,1080617,2016-11-05 15:00:00,183,16,1 : 1,1 : 2,6.66142857142857,464,537,5,7,10,12,0,15,14,17,69.8,6.82642857142857,163,235,5,4,0,2,0,18,17,21,30.2,1,1,1,2,2.0
0,1080618,2016-11-05 15:00:00,184,162,2 : 0,3 : 2,6.99,214,328,1,7,6,4,0,23,11,15,38.2,6.62142857142857,400,508,4,5,7,7,0,8,12,25,61.8,2,0,3,2,1.0
0,1080619,2016-11-05 17:30:00,15,31,3 : 0,5 : 0,7.88214285714286,616,685,7,9,5,4,0,26,5,19,60.1,5.98285714285714,380,463,0,0,1,2,0,23,16,15,39.9,3,0,5,0,1.0
0,1080616,2016-11-06 12:00:00,13,30,1 : 0,1 : 1,6.71428571428571,298,423,4,2,9,7,0,23,11,20,45.7,6.69714285714286,395,522,0,3,7,2,0,15,17,22,54.3,1,0,1,1,0.0
0,1080636,2016-11-06 14:15:00,214,18,0 : 1,2 : 1,6.81714285714286,228,319,0,2,4,1,0,13,13,17,33.6,6.43142857142857,538,631,7,7,5,10,0,7,15,26,66.4,0,1,2,1,1.0
0,1080621,2016-11-06 14:15:00,26,27,3 : 0,6 : 1,7.78428571428571,446,563,2,17,9,6,0,19,14,21,59.6,6.37571428571429,262,378,1,8,2,3,0,9,10,17,40.4,3,0,6,1,1.0
0,1080625,2016-11-06 15:00:00,259,32,0 : 3,1 : 3,6.225,366,449,3,1,2,2,0,16,9,22,37.2,7.09642857142857,695,762,1,3,5,0,0,18,16,20,62.8,0,3,1,3,2.0
0,1080639,2016-11-06 16:30:00,14,175,0 : 0,1 : 2,6.49214285714286,381,520,0,2,3,5,0,14,8,30,59.1,7.04307692307692,246,358,3,5,3,6,0,17,8,19,40.9,0,0,1,2,2.0
0,1080633,2016-11-19 12:30:00,32,13,0 : 0,1 : 1,6.81857142857143,352,444,2,5,5,10,0,23,14,30,45.5,6.78285714285714,434,552,1,1,3,4,0,23,11,23,54.5,0,0,1,1,0.0
0,1080638,2016-11-19 15:00:00,18,26,0 : 0,0 : 0,6.88285714285714,243,368,1,0,2,1,0,25,8,25,35.4,6.81461538461538,537,661,5,2,8,8,0,22,11,35,64.6,0,0,0,0,0.0
0,1080631,2016-11-19 15:00:00,31,259,0 : 1,1 : 1,6.66714285714286,386,500,2,6,6,10,0,17,13,30,62.7,6.81076923076923,204,308,0,3,3,3,0,15,12,18,37.3,0,1,1,1,0.0
0,1080629,2016-11-19 15:00:00,162,167,0 : 1,1 : 2,6.59071428571429,164,276,2,2,4,2,0,26,12,23,38.3,6.93642857142857,337,447,1,4,5,7,0,15,15,29,61.7,0,1,1,2,2.0
0,1080650,2016-11-19 15:00:00,27,14,2 : 1,2 : 1,7.03076923076923,222,353,0,3,7,4,0,15,12,27,45.8,6.45714285714286,269,410,6,2,3,6,0,17,18,22,54.2,2,1,2,1,1.0
0,1080644,2016-11-19 15:00:00,16,214,1 : 0,3 : 0,7.48076923076923,295,374,4,4,3,3,0,12,9,19,41.3,6.38153846153846,456,515,4,7,6,8,0,13,8,17,58.7,1,0,3,0,1.0
0,1080641,2016-11-19 15:00:00,96,183,0 : 1,0 : 1,6.75928571428571,258,363,3,6,5,3,0,26,17,29,51.1,7.07153846153846,266,353,1,2,5,4,0,21,10,25,48.9,0,1,0,1,2.0
0,1080647,2016-11-19 17:30:00,30,29,0 : 1,3 : 2,6.72142857142857,511,595,4,6,4,4,0,15,13,26,66.9,6.71,212,294,5,3,3,5,0,22,16,18,33.1,0,1,3,2,1.0
0,1080635,2016-11-20 16:00:00,21,15,0 : 1,0 : 1,6.57714285714286,365,451,4,1,7,2,0,16,13,14,42.4,6.935,527,620,4,3,6,3,0,9,10,25,57.6,0,1,0,1,2.0
0,1080653,2016-11-21 20:00:00,175,184,3 : 0,4 : 0,7.42785714285714,313,401,2,6,8,4,0,10,12,23,45.5,6.01571428571429,389,482,1,2,2,3,0,10,12,15,54.5,3,0,4,0,1.0
0,1080659,2016-11-26 12:30:00,184,167,1 : 1,1 : 2,6.61428571428571,146,266,5,5,0,5,0,12,8,19,33.3,6.98785714285714,443,545,8,5,8,8,0,13,15,17,66.7,1,1,1,2,2.0
0,1080620,2016-11-26 15:00:00,14,21,1 : 1,2 : 2,6.51428571428571,210,330,2,3,6,2,0,13,15,31,40.7,6.82307692307692,378,487,2,2,2,3,0,6,12,18,59.3,1,1,2,2,0.0
