,match_id,date_string,home_team_id,away_team_id,half_time_score,full_time_score,home_team_rating,home_accurate_pass,home_total_pass,home_blocked_scoring_att,home_ontarget_scoring_att,home_shot_off_target,home_won_corners,home_penalty_save,home_total_tackle,home_fk_foul_lost,home_total_throws,home_possession_percentage,away_team_rating,away_accurate_pass,away_total_pass,away_blocked_scoring_att,away_ontarget_scoring_att,away_shot_off_target,away_won_corners,away_penalty_save,away_total_tackle,away_fk_foul_lost,away_total_throws,away_possession_percentage,half_time_score_home,half_time_score_away,full_time_score_home,full_time_score_away,result_home
0,829542,2014-08-30 15:00:00,29,18,1 : 1,1 : 3,6.44428571428571,252,337,1,2,1,2,0,24,11,21,36.4,7.12846153846154,496,576,6,8,4,9,0,24,13,20,63.6,1,1,1,3,-1.0
0,829540,2014-08-30 15:00:00,259,175,2 : 0,3 : 0,7.42142857142857,510,573,0,8,7,0,0,16,10,15,55.9,6.15571428571428,366,441,7,2,7,7,0,21,8,15,44.1,2,0,3,0,1.0
0,829537,2014-08-30 15:00:00,167,96,0 : 0,0 : 1,6.47214285714286,587,668,9,2,5,11,0,14,14,18,72.2,7.22285714285714,169,240,1,2,4,4,0,24,5,17,27.8,0,0,0,1,-1.0
0,829538,2014-08-30 15:00:00,23,162,1 : 1,3 : 3,6.86071428571429,401,477,4,4,10,11,0,18,12,21,64.3,6.91714285714286,179,268,1,7,4,4,0,20,19,15,35.7,1,1,3,3,0.0
0,829539,2014-08-30 15:00:00,171,16,1 : 0,1 : 0,7.19357142857143,253,328,6,5,7,4,0,23,8,19,39.7,6.67071428571428,442,510,5,6,5,6,0,21,9,23,60.3,1,0,1,0,1.0
0,829535,2014-08-30 17:30:00,31,15,1 : 2,3 : 6,6.42846153846154,474,551,6,6,4,8,0,16,7,31,61.3,7.39428571428571,258,355,3,8,1,2,0,30,16,13,38.7,1,2,3,6,-1.0
0,829541,2014-08-31 13:30:00,30,26,0 : 1,0 : 3,6.19428571428571,478,559,2,1,4,7,0,17,14,34,60.4,7.40428571428571,283,370,1,8,8,3,0,28,11,17,39.6,0,1,0,3,-1.0
0,829533,2014-08-31 13:30:00,24,214,2 : 0,2 : 1,6.835,345,449,1,4,6,3,0,12,9,24,44.9,6.545,466,543,3,3,3,7,0,13,10,23,55.1,2,0,2,1,1.0
0,829536,2014-08-31 16:00:00,14,13,1 : 1,1 : 1,6.95428571428572,230,307,2,3,4,5,0,27,14,15,31.7,6.94428571428571,613,690,13,6,5,10,0,18,5,16,68.3,1,1,1,1,0.0
0,829543,2014-09-13 12:45:00,13,167,0 : 1,2 : 2,7.18714285714286,367,462,0,6,9,0,0,31,11,15,45.3,6.98785714285714,448,560,2,8,5,3,0,37,15,26,54.7,0,1,2,2,0.0
0,829551,2014-09-13 15:00:00,16,30,1 : 1,2 : 2,6.66714285714286,285,350,3,1,3,6,0,29,16,19,38.0,6.94785714285714,515,593,6,6,4,5,0,30,14,21,62.0,1,1,2,2,0.0
0,829544,2014-09-13 15:00:00,15,259,1 : 1,4 : 2,7.29928571428571,508,573,9,9,12,7,0,17,12,22,55.2,6.57928571428571,394,455,2,2,8,4,0,18,11,13,44.8,1,1,4,2,1.0
0,829545,2014-09-13 15:00:00,162,184,0 : 0,0 : 0,7.07857142857143,234,327,3,3,10,5,1,21,12,25,44.8,6.805,291,407,4,3,4,6,0,12,11,27,55.2,0,0,0,0,0.0
0,829549,2014-09-13 15:00:00,18,23,2 : 0,4 : 0,7.58428571428571,462,552,0,7,3,5,0,29,16,19,50.3,5.92142857142857,459,544,2,4,3,5,0,14,7,33,49.7,2,0,4,0,1.0
0,829550,2014-09-13 15:00:00,96,14,0 : 0,0 : 1,6.845,348,440,9,6,12,16,0,14,9,30,59.0,7.18928571428571,230,327,2,1,5,3,0,22,15,21,41.0,0,0,0,1,-1.0
0,829552,2014-09-13 15:00:00,175,31,0 : 1,0 : 2,6.30714285714286,338,431,7,3,3,9,0,20,12,29,45.5,7.34230769230769,459,550,1,5,6,1,0,14,10,25,54.5,0,1,0,2,-1.0
0,829547,2014-09-13 17:30:00,26,24,0 : 1,0 : 1,6.47,659,741,7,1,10,7,0,12,9,22,74.7,6.80928571428571,151,243,1,1,3,6,0,13,10,25,25.3,0,1,0,1,-1.0
0,829548,2014-09-14 16:00:00,32,171,3 : 0,4 : 0,7.51714285714286,754,825,2,9,7,3,0,18,11,15,68.5,6.10714285714286,282,364,3,2,4,1,0,11,8,11,31.5,3,0,4,0,1.0
0,829546,2014-09-15 20:00:00,214,29,1 : 0,2 : 2,7.18142857142857,255,332,1,6,4,3,0,34,12,16,40.9,6.75928571428572,386,478,8,5,4,10,0,16,7,31,59.1,1,0,2,2,0.0
0,829559,2014-09-20 12:45:00,171,96,1 : 1,2 : 2,6.85857142857143,323,404,6,5,10,10,0,19,6,20,52.5,6.93076923076923,285,375,1,4,3,1,0,29,15,20,47.5,1,1,2,2,0.0
0,829554,2014-09-20 15:00:00,184,16,0 : 0,0 : 0,6.94857142857143,271,370,2,6,8,5,0,19,14,26,44.3,7.02357142857143,398,482,2,6,6,1,0,11,14,12,55.7,0,0,0,0,0.0
0,829560,2014-09-20 15:00:00,259,18,0 : 0,0 : 1,6.57461538461538,337,418,1,2,2,2,0,6,11,16,44.0,6.90642857142857,454,529,2,4,5,4,0,16,15,18,56.0,0,0,0,1,-1.0
0,829558,2014-09-20 15:00:00,23,214,0 : 0,2 : 2,6.77714285714286,486,577,10,7,8,4,0,14,11,24,63.0,6.99214285714286,252,342,2,3,5,2,0,16,11,23,37.0,0,0,2,2,0.0
0,829553,2014-09-20 15:00:00,24,13,0 : 3,0 : 3,5.99214285714286,228,314,2,2,2,5,0,13,11,31,29.1,7.25,737,815,2,3,4,5,0,14,9,22,70.9,0,3,0,3,-1.0
0,829562,2014-09-20 17:30:00,29,26,2 : 1,3 : 1,6.98928571428571,195,276,3,7,3,7,0,15,16,28,37.9,6.455,385,468,3,5,3,5,0,18,11,21,62.1,2,1,3,1,1.0
0,829556,2014-09-21 13:30:00,14,32,1 : 2,5 : 3,7.20428571428572,295,389,4,5,6,2,0,16,11,32,42.8,6.66357142857143,446,528,4,5,7,4,0,18,9,23,57.2,1,2,5,3,1.0
0,829561,2014-09-21 13:30:00,30,175,0 : 0,0 : 1,6.63571428571429,418,512,2,1,4,9,0,13,12,26,61.8,7.15083333333333,231,320,2,4,4,7,0,17,7,15,38.2,0,0,0,1,-1.0
0,829557,2014-09-21 16:00:00,167,15,0 : 0,1 : 1,6.84,503,562,4,4,8,14,0,32,16,10,58.5,6.81142857142857,343,409,2,2,2,2,0,21,12,12,41.5,0,0,1,1,0.0
0,829555,2014-09-21 16:00:00,31,162,1 : 1,2 : 3,6.53285714285714,673,760,5,6,6,8,0,18,8,25,75.4,6.95071428571428,155,234,5,3,2,1,0,19,13,19,24.6,1,1,2,3,-1.0
0,829567,2014-09-27 12:45:00,26,31,0 : 0,1 : 1,6.91461538461539,354,418,9,8,7,8,0,27,8,16,46.4,6.87357142857143,432,499,1,5,5,2,0,20,9,22,53.6,0,0,1,1,0.0
0,829564,2014-09-27 15:00:00,15,24,1 : 0,3 : 0,7.27857142857143,643,701,3,8,6,9,0,5,11,17,62.5,6.34307692307692,348,416,1,1,5,2,0,10,9,14,37.5,1,0,3,0,1.0
0,829566,2014-09-27 15:00:00,214,167,2 : 2,2 : 4,6.555,367,434,1,5,4,3,0,20,10,14,40.3,7.28428571428571,590,664,5,6,9,8,0,11,6,20,59.7,2,2,2,4,-1.0
0,829568,2014-09-27 15:00:00,32,29,2 : 1,2 : 1,6.9,425,504,2,3,3,7,0,20,10,20,57.4,6.47,283,351,4,4,5,10,0,10,12,26,42.6,2,1,2,1,1.0
0,829569,2014-09-27 15:00:00,18,171,0 : 0,2 : 1,7.07214285714286,382,483,4,9,6,6,0,20,12,23,55.4,6.66714285714286,305,401,0,2,8,3,0,13,11,23,44.6,0,0,2,1,1.0
0,829571,2014-09-27 15:00:00,16,259,0 : 0,0 : 0,6.71071428571429,304,377,6,3,6,10,0,16,13,23,49.5,6.85214285714286,333,394,0,1,6,1,0,18,15,10,50.5,0,0,0,0,0.0
0,829565,2014-09-27 15:00:00,162,14,0 : 0,2 : 0,7.39384615384615,197,290,4,6,6,6,0,16,14,25,39.6,6.51285714285714,353,457,4,1,2,6,0,20,9,24,60.4,0,0,2,0,1.0
0,829563,2014-09-27 17:30:00,13,30,0 : 0,1 : 1,6.84928571428571,544,618,7,6,3,15,0,17,7,28,68.6,6.84357142857143,201,279,0,4,2,5,0,23,16,14,31.4,0,0,1,1,0.0
0,829572,2014-09-28 16:00:00,175,184,2 : 0,4 : 0,7.70714285714286,530,619,8,6,6,11,0,10,7,20,62.7,6.08428571428571,277,359,4,2,4,2,0,8,9,16,37.3,2,0,4,0,1.0
0,829570,2014-09-29 20:00:00,96,23,1 : 0,1 : 0,7.04714285714286,269,344,5,3,4,2,0,22,20,27,44.1,6.57857142857143,332,422,8,1,7,10,0,21,15,28,55.9,1,0,1,0,1.0
0,829630,2014-10-04 15:00:00,259,23,1 : 1,2 : 2,6.87076923076923,541,627,1,5,5,3,0,14,11,22,62.9,6.78142857142857,254,347,1,4,4,1,0,25,15,15,37.1,1,1,2,2,0.0
0,829610,2014-10-04 15:00:00,14,184,2 : 1,2 : 2,7.015,322,426,6,6,3,9,0,14,16,23,53.5,7.01928571428571,257,367,2,4,4,3,0,22,12,25,46.5,2,1,2,2,0.0
0,829615,2014-10-04 15:00:00,26,175,1 : 0,2 : 1,6.94142857142857,384,452,7,7,5,5,0,16,12,34,54.1,6.59142857142857,273,371,0,4,4,5,0,28,15,16,45.9,1,0,2,1,1.0
0,829625,2014-10-04 15:00:00,16,96,2 : 1,3 : 1,7.115,198,285,5,3,0,7,0,28,10,19,39.5,6.48785714285714,379,458,2,5,4,4,0,20,17,22,60.5,2,1,3,1,1.0
0,829605,2014-10-04 15:00:00,214,162,0 : 0,2 : 0,7.39785714285714,431,519,7,2,6,6,0,21,6,22,59.1,6.46,242,351,4,2,5,7,0,20,14,25,40.9,0,0,2,0,1.0
0,829595,2014-10-04 17:30:00,24,167,0 : 0,0 : 2,6.68214285714286,276,363,1,1,4,0,0,24,4,16,32.2,7.205,691,777,12,7,8,7,0,16,6,24,67.8,0,0,0,2,-1.0
0,829620,2014-10-05 12:00:00,32,31,1 : 0,2 : 1,7.09142857142857,375,441,3,4,8,11,1,15,18,11,48.7,6.58428571428572,401,474,2,6,2,6,0,13,11,17,51.3,1,0,2,1,1.0
0,829635,2014-10-05 14:05:00,30,18,1 : 0,1 : 0,7.06428571428572,274,360,2,4,3,10,0,20,15,35,46.2,6.59583333333333,339,438,3,3,1,5,0,33,9,32,53.8,1,0,1,0,1.0
0,829600,2014-10-05 14:05:00,15,13,1 : 0,2 : 0,7.15642857142857,348,441,1,3,1,2,0,29,14,26,47.0,6.555,425,505,4,0,6,2,0,25,10,20,53.0,1,0,2,0,1.0
0,829640,2014-10-05 16:15:00,29,171,1 : 0,2 : 0,7.07461538461539,313,402,3,3,5,7,0,23,10,31,48.5,6.57214285714286,338,431,4,3,3,5,0,23,11,19,51.5,1,0,2,0,1.0
0,829590,2014-10-18 12:45:00,167,30,2 : 1,4 : 1,7.295,529,618,4,12,4,3,1,20,11,17,61.7,6.59214285714286,287,377,8,7,4,4,1,19,9,14,38.3,2,1,4,1,1.0
0,829578,2014-10-18 15:00:00,184,29,0 : 0,1 : 3,6.60142857142857,253,363,4,3,10,5,0,13,3,36,46.7,7.46,333,425,7,6,9,7,0,17,10,25,53.3,0,0,1,3,-1.0
0,829604,2014-10-18 15:00:00,18,16,3 : 0,8 : 0,7.93928571428571,388,472,2,10,9,5,0,20,11,12,52.6,5.44428571428571,339,428,3,1,9,6,0,10,8,19,47.4,3,0,8,0,1.0
0,829582,2014-10-18 15:00:00,162,15,0 : 1,1 : 2,6.49071428571429,214,288,0,4,3,3,0,15,13,20,28.5,6.91357142857143,673,757,1,5,8,2,0,17,7,25,71.5,0,1,1,2,-1.0
0,829586,2014-10-18 15:00:00,31,24,1 : 0,3 : 0,7.33928571428571,570,647,7,6,2,4,0,13,11,28,60.7,6.22285714285714,326,398,4,2,4,4,0,13,16,17,39.3,1,0,3,0,1.0
0,829644,2014-10-18 15:00:00,13,214,1 : 1,2 : 2,7.01384615384615,616,698,10,9,6,10,0,21,9,19,65.8,6.89714285714286,284,375,0,4,0,0,0,27,13,17,34.2,1,1,2,2,0.0
0,829594,2014-10-18 15:00:00,23,14,0 : 0,1 : 0,7.28642857142857,286,379,7,6,6,10,0,21,13,23,50.5,6.475,274,374,4,2,1,7,0,19,15,36,49.5,0,0,1,0,1.0
0,829599,2014-10-19 13:30:00,171,26,0 : 0,2 : 3,6.66357142857143,230,336,2,5,8,7,0,22,10,35,43.5,6.92357142857143,352,454,4,4,7,2,0,26,15,24,56.5,0,0,2,3,-1.0
0,829609,2014-10-19 16:00:00,96,259,1 : 1,2 : 1,6.99357142857143,288,358,6,3,8,3,0,23,17,26,43.0,6.61285714285714,395,483,4,5,4,5,0,25,7,25,57.0,1,1,2,1,1.0
0,829614,2014-10-20 20:00:00,175,32,1 : 0,2 : 2,6.91666666666667,275,359,2,2,4,0,0,13,6,15,37.3,6.79142857142857,485,574,7,7,8,11,0,19,8,28,62.7,1,0,2,2,0.0
0,829596,2014-10-25 12:45:00,29,167,1 : 0,2 : 1,6.93785714285714,144,239,2,4,6,4,0,16,12,15,30.5,6.80071428571429,456,560,5,5,11,8,0,17,14,18,69.5,1,0,2,1,1.0
0,829591,2014-10-25 15:00:00,175,162,0 : 2,2 : 2,6.74307692307692,466,560,4,4,9,6,0,14,14,25,68.8,6.775,166,258,2,6,0,3,0,20,8,22,31.2,0,2,2,2,0.0
0,829624,2014-10-25 15:00:00,26,214,0 : 0,0 : 0,6.86714285714285,448,535,7,4,6,14,0,21,12,33,65.9,7.00928571428571,208,288,1,3,2,1,0,24,17,13,34.1,0,0,0,0,0.0
0,829575,2014-10-25 15:00:00,18,96,1 : 0,1 : 0,7.06230769230769,478,561,4,2,14,6,0,21,10,25,61.2,6.59714285714286,266,351,3,1,4,3,0,21,12,19,38.8,1,0,1,0,1.0
0,829579,2014-10-25 15:00:00,16,13,0 : 1,0 : 2,6.35142857142857,296,401,3,3,5,3,0,21,11,26,42.9,7.28571428571429,441,539,2,5,8,3,0,31,9,15,57.1,0,1,0,2,-1.0
0,829583,2014-10-25 17:30:00,259,14,1 : 0,2 : 0,7.12285714285714,447,543,0,3,4,2,0,15,7,20,49.5,6.50357142857143,460,554,1,4,4,2,0,17,10,27,50.5,1,0,2,0,1.0
0,829619,2014-10-26 13:30:00,184,31,1 : 2,1 : 3,6.32285714285714,263,358,5,3,6,5,0,18,12,24,38.1,7.24307692307692,519,627,5,6,4,4,0,18,7,17,61.9,1,2,1,3,-1.0
0,829587,2014-10-26 13:30:00,30,23,1 : 0,1 : 2,6.48571428571429,449,556,8,2,8,10,0,26,9,32,66.9,6.98142857142857,184,277,2,2,4,2,0,29,12,29,33.1,1,0,1,2,-1.0
0,829629,2014-10-26 16:00:00,32,15,0 : 0,1 : 1,6.78416666666667,375,439,2,7,10,4,0,16,13,25,51.7,6.90857142857143,351,425,2,4,3,7,0,21,14,18,48.3,0,0,1,1,0.0
0,829634,2014-10-27 20:00:00,171,24,1 : 0,2 : 0,7.28857142857143,195,320,3,4,4,2,0,19,11,27,35.2,6.54230769230769,463,575,5,6,4,4,0,12,14,38,64.8,1,0,2,0,1.0
0,829580,2014-11-01 12:45:00,23,26,0 : 0,1 : 0,6.90142857142857,230,307,5,3,6,7,0,27,13,26,35.5,6.54230769230769,496,583,1,3,2,2,0,29,8,25,64.5,0,0,1,0,1.0
0,829626,2014-11-01 15:00:00,214,18,0 : 1,0 : 1,6.37214285714286,372,473,3,1,4,7,0,13,6,29,47.2,7.09538461538462,423,544,2,3,5,4,0,29,9,22,52.8,0,1,0,1,-1.0
0,829621,2014-11-01 15:00:00,31,259,0 : 0,0 : 0,6.83428571428571,529,606,6,3,8,11,0,16,10,15,66.7,6.83,234,306,4,0,4,0,0,20,15,16,33.3,0,0,0,0,0.0
0,829611,2014-11-01 15:00:00,15,171,1 : 0,2 : 1,6.92857142857143,491,576,3,8,7,13,0,27,8,21,64.5,6.81384615384615,228,316,4,1,2,2,0,34,12,16,35.5,1,0,2,1,1.0
0,829584,2014-11-01 15:00:00,96,29,1 : 0,2 : 2,7.2875,329,425,5,6,10,9,0,17,14,19,59.5,6.85428571428571,210,307,4,2,4,2,0,34,13,13,40.5,1,0,2,2,0.0
0,829573,2014-11-01 15:00:00,14,175,0 : 0,0 : 1,6.75357142857143,335,451,2,5,7,8,0,21,5,36,56.0,7.03214285714286,257,370,3,3,2,3,0,23,12,22,44.0,0,0,0,1,-1.0
0,829601,2014-11-01 15:00:00,13,184,0 : 0,3 : 0,7.58214285714286,542,630,10,12,10,18,0,10,5,19,67.6,6.63461538461539,226,319,1,2,3,1,0,21,9,20,32.4,0,0,3,0,1.0
0,829576,2014-11-02 13:30:00,167,32,0 : 0,1 : 0,7.08142857142857,399,482,5,6,6,7,0,19,15,18,52.0,6.765,360,456,2,2,5,4,0,24,9,24,48.0,0,0,1,0,1.0
0,829606,2014-11-02 16:00:00,24,30,1 : 0,1 : 2,6.465,252,339,2,1,9,3,0,10,13,14,40.1,7.01785714285714,413,510,5,7,6,9,0,19,11,14,59.9,1,0,1,2,-1.0
0,829616,2014-11-03 20:00:00,162,16,0 : 1,1 : 3,6.37615384615385,302,412,5,1,3,11,0,15,12,33,53.5,7.3,263,376,1,7,0,2,0,40,19,23,46.5,0,1,1,3,-1.0
0,829592,2014-11-08 12:45:00,26,15,1 : 1,1 : 2,6.625,448,524,7,4,1,5,0,16,9,27,58.4,6.93214285714286,294,378,7,5,3,8,0,22,12,20,41.6,1,1,1,2,-1.0
0,829574,2014-11-08 15:00:00,29,24,0 : 0,0 : 0,6.91142857142857,329,431,9,5,7,13,0,13,9,28,57.9,7.05846153846154,224,335,2,4,6,2,0,16,10,14,42.1,0,0,0,0,0.0
0,829588,2014-11-08 15:00:00,184,214,0 : 0,1 : 0,6.91461538461538,244,336,8,3,3,7,0,12,17,29,47.2,6.72428571428571,297,384,3,1,8,1,0,16,17,28,52.8,0,0,1,0,1.0
0,829597,2014-11-08 15:00:00,32,162,0 : 0,1 : 0,7.07357142857143,592,667,11,5,7,11,0,16,8,17,71.4,6.49785714285714,168,260,3,1,2,4,0,26,12,20,28.6,0,0,1,0,1.0
0,829607,2014-11-08 15:00:00,18,14,0 : 0,2 : 0,7.17142857142857,485,579,6,6,6,14,0,16,10,27,64.4,6.48285714285714,236,325,1,0,4,4,0,19,12,22,35.6,0,0,2,0,1.0
0,829602,2014-11-08 17:30:00,171,167,1 : 1,2 : 2,7.22416666666667,254,352,6,4,7,7,0,21,9,27,41.4,6.93785714285714,400,507,8,7,9,7,0,14,10,26,58.6,1,1,2,2,0.0
0,829622,2014-11-09 13:30:00,30,96,0 : 2,1 : 2,6.53428571428571,346,431,3,4,7,5,0,27,20,26,60.5,6.99,203,280,3,4,4,5,0,25,13,23,39.5,0,2,1,2,-1.0
0,829612,2014-11-09 13:30:00,16,31,0 : 0,1 : 1,6.67307692307692,280,373,3,3,4,5,0,18,12,18,41.8,7.00428571428571,462,538,3,7,6,4,0,10,13,15,58.2,0,0,1,1,0.0
0,829627,2014-11-09 13:30:00,175,23,0 : 1,0 : 2,6.43071428571429,428,524,3,2,5,7,0,25,12,32,57.9,7.24,266,373,2,3,3,4,0,25,6,31,42.1,0,1,0,2,-1.0
0,829617,2014-11-09 16:00:00,259,13,0 : 0,2 : 1,6.91428571428572,357,435,1,5,5,6,0,15,10,14,48.1,6.61357142857143,382,462,5,4,3,10,0,16,16,12,51.9,0,0,2,1,1.0
0,829618,2014-11-22 15:00:00,96,184,1 : 2,1 : 2,6.65142857142857,461,565,8,3,14,14,0,9,10,42,72.7,7.13357142857143,116,230,0,4,1,0,0,18,9,24,27.3,1,2,1,2,-1.0
0,829608,2014-11-22 15:00:00,167,259,1 : 1,2 : 1,6.99714285714286,578,665,7,10,6,7,0,16,13,23,59.4,6.90714285714286,382,453,2,3,3,3,0,25,9,19,40.6,1,1,2,1,1.0
0,829593,2014-11-22 15:00:00,31,29,1 : 0,2 : 1,6.87857142857143,407,485,4,4,6,1,0,13,10,13,56.3,6.69285714285714,247,340,2,3,9,5,0,17,13,29,43.7,1,0,2,1,1.0
0,829613,2014-11-22 15:00:00,23,171,0 : 0,1 : 0,7.10714285714286,270,354,4,6,4,16,0,13,12,21,54.0,6.90846153846154,229,319,5,4,4,7,0,25,15,29,46.0,0,0,1,0,1.0
0,829603,2014-11-22 15:00:00,14,16,0 : 0,0 : 0,6.92285714285714,175,260,2,4,7,6,0,18,18,17,39.9,6.85461538461538,305,396,3,5,3,9,0,17,11,24,60.1,0,0,0,0,0.0
0,829585,2014-11-22 15:00:00,15,175,2 : 0,2 : 0,7.06642857142857,683,744,5,8,8,15,0,9,7,17,73.7,6.36785714285714,197,270,0,1,4,0,0,17,9,18,26.3,2,0,2,0,1.0
0,829577,2014-11-22 17:30:00,13,32,0 : 0,1 : 2,6.53785714285714,412,490,6,9,8,11,0,19,12,26,61.4,7.07571428571428,230,317,4,2,6,5,0,27,8,17,38.6,0,0,1,2,-1.0
0,829589,2014-11-23 13:30:00,162,26,1 : 1,3 : 1,6.95,205,290,6,5,4,4,0,16,21,25,36.3,6.50769230769231,464,527,2,1,9,3,0,10,10,19,63.7,1,1,3,1,1.0
0,829598,2014-11-23 16:00:00,214,30,1 : 0,1 : 2,6.64142857142857,144,220,2,2,6,3,0,20,15,16,27.3,6.88142857142857,528,613,9,6,8,9,0,14,9,21,72.7,1,0,1,2,-1.0
0,829581,2014-11-24 20:00:00,24,18,1 : 0,1 : 1,6.69230769230769,207,299,4,1,2,2,0,13,15,17,35.9,6.69769230769231,446,531,6,4,6,8,0,10,17,31,64.1,1,0,1,1,0.0
0,829673,2014-11-29 12:45:00,175,13,0 : 0,0 : 1,6.40928571428571,354,474,3,1,4,4,0,15,9,24,48.4,7.30923076923077,416,507,6,5,6,4,0,10,10,22,51.6,0,0,0,1,-1.0
0,829649,2014-11-29 15:00:00,32,214,2 : 0,3 : 0,7.30785714285714,744,807,4,7,4,7,0,14,12,14,76.4,6.31285714285714,187,247,0,2,2,0,0,18,12,13,23.6,2,0,3,0,1.0
0,829665,2014-11-29 15:00:00,259,162,1 : 1,1 : 1,6.94153846153846,464,538,3,4,11,4,0,16,6,15,64.3,6.66571428571429,210,302,3,5,3,6,0,24,12,24,35.7,1,1,1,1,0.0
